Event,Sex,Division,WeightClassLBS,Equipment,Best3BenchLBS,Bench4LBS,Best3DeadliftLBS,Deadlift4LBS,TotalLBS,Name
BD,M,Class 1 Men,220,Raw,242.5,,501.5,,744,Jorge Sierra
BD,M,Class 1 Men,220,Raw,275.5,,479.5,,755,Zach Harris
BD,M,Class 1 Men,220,Raw,325,,479.5,,804.5,Joseph Karamatic
BD,M,Class 1 Men,259,Raw,253.5,,512.5,,766,Billy Caughey
BD,M,Class 1 Men,275,Raw,402.2,,628.2,,1030.4,Desmond Coleman
BD,M,Junior Men 20-25,132,Raw,236.7,,424.2,,660.9,Fabriano Mariscal
BD,M,Junior Men 20-25,165,Raw,275.5,,496,,771.5,Ezequiel De Simone
BD,M,Junior Men 20-25,181,Raw,210.3,,463.8,,674.1,Braden Jensen
BD,M,Junior Men 20-25,181,Raw,242.5,,446.2,,688.7,Brett Robinson
BD,M,Junior Men 20-25,181,Raw,259,,462.7,,721.7,Steven Bassetti
BD,M,Junior Men 20-25,181,Raw,308.5,,523.5,,832,Patrick Keogh
BD,M,Junior Men 20-25,198,Raw,374.7,,567.5,,942.2,Kyle Francescatti
BD,M,Junior Men 20-25,220,Raw,325,,479.5,,810.9,Joseph Karamatic
BD,M,Junior Men 20-25,242,Raw,308.5,,540,,848.5,Mitch Bellon
BD,M,Junior Men 20-25,308,Raw,485,,628.2,,1113.2,Walter Kupihe
BD,M,Law-Fire 40-47 Men,198,Raw,363.7,,584,,947.7,Jason Smith
BD,M,Law-Fire 40-47 Men,220,Raw,276.6,,402.2,,678.8,David Chadwick
BD,M,Master Men 40-46,181,Raw,374.7,,523.5,,898.2,Chad Medina
BD,M,Master Men 40-46,220,Raw,363.7,,518,,881.7,Chris Bohenek
BD,M,Master Men 40-46,220,Raw,380.2,,562,,942.2,Byron Fletcher
BD,M,Master Men 40-46,242,Raw,385.7,,473.7,,859.4,Kim Paivoke
BD,M,Master Men 47-53,132,Raw,115.5,,264.5,,380,Gustavo Almada
BD,M,Master Men 47-53,181,Raw,341.5,,435.2,,776.7,Jon Cunningham
BD,M,Master Men 47-53,198,Raw,336,,424.2,,760.2,Chris Hatley
BD,M,Master Men 47-53,198,Raw,270,,502.6,,772.6,Carlos Martinez
BD,M,Master Men 47-53,198,Raw,363.7,,584,,947.7,Jason Smith
BD,M,Master Men 47-53,242,Raw,396.7,,573,,969.7,Marcelo Schneider
BD,M,Master Men 47-53,Super,Raw,479.5,,595,,1074.5,De Witt Martin
BD,M,Master Men 54-60,220,Raw,225.7,,418.7,,644.4,Eugene Merrill
BD,M,Master Men 54-60,242,Raw,314,,468.2,,782.2,James Murphy
BD,M,Master Men 54-60,275,Raw,402.2,,589.5,,991.7,Nick Frazzetta
BD,M,Master Men 61-67,259,Raw,221.3,,440.7,,662,Tom Matlock
BD,M,Master Men 61-67,275,Raw,292,,462.7,,754.7,Tom Morgan
BD,M,Master Men 75-79,181,Raw,192.7,,242.5,,435.2,Mike Haigwood
BD,M,Master Men 85-89,181,Raw,138.8,,203.7,,342.5,Cleophus Scrutchions
BD,M,Open Men,165,Raw,242.5,,485,,727.5,Karter Brachear
BD,M,Open Men,165,Raw,275.5,,496,,771.5,Ezequiel De Simone
BD,M,Open Men,165,Raw,275.5,,540,,815.5,Justin Rhoads
BD,M,Open Men,198,Raw,374.7,,567.5,,942.2,Kyle Francescatti
BD,M,Open Men,198,Raw,402.2,,540,,942.2,Cody Coffey
BD,M,Open Men,198,Raw,380.2,,567.5,,947.7,Max Panziera
BD,M,Open Men,220,Raw,363.7,,518,,881.7,Chris Bohenek
BD,M,Open Men,220,Raw,352.5,,562,,914.5,Bill Corbin
BD,M,Open Men,220,Raw,380.2,,562,,942.2,Byron Fletcher
BD,M,Open Men,242,Raw,308.5,,507,,815.5,Makila Antero
BD,M,Open Men,242,Raw,385.7,,473.7,,858.7,Kim Paivoke
BD,M,Open Men,242,Raw,396.7,,573,,969.7,Marcelo Schneider
BD,M,Open Men,242,Raw,380.2,,600.7,,980.9,Donovan Ballo
BD,M,Submaster Men 33-39,181,Raw,276.6,,431.9,,708.5,Humberto Rodriguez
BD,M,Submaster Men 33-39,220,Raw,473.7,,551,,1024.7,Percy Colvin
BD,M,Submaster Men 33-39,220,Raw,352.5,,595,,947.5,Mariano Miravalles
BD,M,Submaster Men 33-39,242,Raw,308.5,,507,,815.5,Makila Antero
BD,M,Submaster Men 33-39,Super,Raw,424.2,,424.2,,848.4,Sean Powell
BD,M,Teen Men 12-13,105,Raw,60.5,,187.2,,247.7,Colby Helms
BD,M,Teen Men 12-13,181,Raw,110,,203.7,,313.7,Will Bishop
BD,M,Teen Men 12-13,97,Raw,60.5,,154.2,,214.7,Billy Farmer
BD,M,Teen Men 14-15,148,Raw,214.7,,418.7,,633.4,Kaison Uehara
BD,M,Teen Men 14-15,97,Raw,71.5,,187.2,,258.7,Kurt Schindele
BD,M,Teen Men 16-17,123,Raw,110,,242.5,,352.5,Tyler Farmer
BD,M,Teen Men 16-17,165,Raw,264.5,,424.2,,688.7,Lexington Young
BD,M,Teen Men 18-19,165,Raw,242.5,,485,,727.5,Karter Brachear
BD,M,Teen Men 18-19,165,Raw,214.7,,330.5,,545.2,Brandon Manteca
BD,M,Teen Men 18-19,259,Raw,270,,462.7,,732.7,Jarome Torres
B,M,Class 1 Men,242,Single-ply,418.7,,,,418.7,Brent Gapusan
B,F,Class 1 Women,105,Single-ply,132.2,,,,132.2,Jennifer Genato
B,F,Class 1 Women,132,Single-ply,132.2,,,,132.2,Susan Chloupek
B,F,Class 1 Women,165,Single-ply,132.2,,,,132.2,Natalie Caughey
B,F,Class 1 Women,181,Single-ply,159.7,,,,159.7,DeAnna Dutton
B,F,Junior Women,105,Single-ply,181.7,,,,181.7,Cailee Awa
B,F,Junior Women,132,Single-ply,115.5,,,,115.5,Hannah Barnhill
B,F,Junior Women,148,Single-ply,181.7,,,,181.7,Jamie Tsuji
B,F,Law-Fire 40-47 Women,181,Single-ply,220.2,,,,220.2,Gion Prevard
B,F,Law-Fire 48-55 Women,181,Single-ply,220.2,,,,220.2,Gion Prevard
B,F,Law-Fire Open Women,181,Single-ply,220.2,,,,220.2,Gion Prevard
B,F,Master Women 40-46,148,Single-ply,148.7,,,,148.7,Holly Morello
B,F,Master Women 40-46,148,Single-ply,176.2,,,,176.2,Dede Soekardi
B,F,Master Women 40-46,221,Single-ply,132.2,,,,132.2,Trisha Puou
B,F,Master Women 47-53,105,Single-ply,154.2,,,,154.2,Yuxin Hao
B,F,Master Women 47-53,148,Single-ply,187.2,,,,187.2,Andrea Macauley
B,F,Master Women 47-53,165,Single-ply,,,,,,Virpi Pukkila
B,F,Master Women 47-53,165,Single-ply,137.7,,,,137.7,Lucia Feraud Montenegro
B,F,Master Women 47-53,181,Single-ply,132.2,,,,132.2,Stacy Whetstone
B,F,Master Women 47-53,97,Single-ply,104.5,,,,104.5,Elizabeth Cabe
B,F,Master Women 54-60,148,Single-ply,233.4,,,,233.4,Beverly Anolin
B,F,Master Women 54-60,181,Single-ply,402.2,,,,402.2,Karen Campbell
B,F,Master Women 54-60,181,Single-ply,198.2,,,,198.2,Josefina Jackson
B,F,Master Women 54-60,181,Single-ply,181.7,,,,181.7,Deborah Maxwell
B,F,Master Women 54-60,181,Single-ply,159.7,,,,159.7,DeAnna Dutton
B,F,Master Women 54-60,198,Single-ply,192.7,,,,192.7,Linda Gerking
B,F,Master Women 61-67,123,Single-ply,126.7,,,,126.7,Karon Denniston
B,F,Master Women 61-67,132,Single-ply,132.2,,,,132.2,Susan Chloupek
B,F,Master Women 61-67,148,Single-ply,209.2,,,,209.2,Peach Presley
B,F,Master Women 61-67,220,Single-ply,,,,,,Sue Vaterlaus
B,F,Master Women 68-74,181,Single-ply,181.7,,,,181.7,Pat Robey
B,F,Master Women 75-79,165,Single-ply,127.8,,,,127.8,Gerda Shupe
B,F,Open Women,114,Single-ply,154.2,,,,154.2,Morgan Matteoni
B,F,Open Women,148,Single-ply,233.4,,,,233.4,Beverly Anolin
B,F,Open Women,148,Single-ply,198.2,,,,198.2,Samantha Panziera
B,F,Open Women,165,Single-ply,,,,,,Virpi Pukkila
B,F,Open Women,165,Single-ply,137.7,,,,137.7,Lucia Fernaud Montenegro
B,F,Open Women,181,Single-ply,402.2,,,,402.2,Karen Campbell
B,F,Open Women,221,Single-ply,209.2,,,,209.2,Makala Davis
B,F,Open Women,221,Single-ply,132.2,,,,132.2,Trisha Puou
B,F,Open Women,97,Single-ply,104.5,,,,104.5,Elizabeth Cabe
B,F,Submaster Women,148,Single-ply,181.7,,,,181.7,Lynn Gilpin-Parks
B,F,Submaster Women,181,Single-ply,176.2,,,,176.2,Jamie Farmer
B,F,Teen Women 16-17,132,Single-ply,203.7,,,,203.7,Pamela Arce
B,F,Teen Women 18-19,148,Single-ply,143.2,,,,143.2,Jessica Luna
D,F,Class 1 Women,105,Single-ply,,,259,,259,Jennifer Genato
D,F,Class 1 Women,148,Single-ply,,,264.5,,264.5,Tiffany Keeling
D,F,Class 1 Women,148,Single-ply,,,264.5,,264.5,Wendy Pledger
D,F,Class 1 Women,148,Single-ply,,,275.5,,275.5,Angie Buschman
D,F,Class 1 Women,148,Single-ply,,,325,,325,Kathy Caraccioli
D,F,Class 1 Women,165,Single-ply,,,319.5,,319.5,Natalie Caughey
D,F,Class 1 Women,181,Single-ply,,,292,,292,DeAnna Dutton
D,F,Class 1 Women,181,Single-ply,,,352.5,,352.5,Jennifer Mosher
D,F,Class 1 Women,198,Single-ply,,,392.3,,392.3,Linda Gerking
D,F,Class 1 Women,220,Single-ply,,,325,,325,Tara Walsh
D,F,Junior Women,105,Single-ply,,,319.5,,319.5,Cailee Awa
D,F,Junior Women,123,Single-ply,,,374.7,,374.7,Marianne Kosonen
D,F,Junior Women,132,Single-ply,,,314,,314,Hannah Barnhill
D,F,Junior Women,148,Single-ply,,,352.5,,352.5,Jamie Tsuji
D,F,Master Women 40-46,114,Single-ply,,,364.8,,364.8,Valesca Cristina Rocha
D,F,Master Women 40-46,148,Single-ply,,,314,,314,Holly Morello
D,F,Master Women 40-46,148,Single-ply,,,330.5,,330.5,Dede Soekardi
D,F,Master Women 40-46,221,Single-ply,,,402.2,,402.2,Trisha Puou
D,F,Master Women 47-53,105,Single-ply,,,275.5,,275.5,Yuxin Hao
D,F,Master Women 47-53,148,Single-ply,,,325,,325,Kathy Caraccioli
D,F,Master Women 47-53,165,Single-ply,,,330.5,,330.5,Ling Tarr
D,F,Master Women 47-53,165,Single-ply,,,286.5,,286.5,Lucia Fernaud Montenegro
D,F,Master Women 47-53,97,Single-ply,,,325,,325,Elizabeth Cabe
D,F,Master Women 54-60,114,Single-ply,,,253.5,,253.5,Miriam Bucks
D,F,Master Women 54-60,132,Single-ply,,,429,,429,Jane Mc Cubbin
D,F,Master Women 54-60,148,Single-ply,,,371.4,,371.4,Beverly Anolin
D,F,Master Women 54-60,181,Single-ply,,,418.7,,418.7,Karen Campbell
D,F,Master Women 54-60,181,Single-ply,,,363.7,,363.7,Josefina Jackson
D,F,Master Women 54-60,181,Single-ply,,,292,,292,DeAnna Dutton
D,F,Master Women 54-60,181,Single-ply,,,253.5,,253.5,Deborah Maxwell
D,F,Master Women 54-60,198,Single-ply,,,392.3,,392.3,Linda Gerking
D,F,Master Women 61-67,148,Single-ply,,,314,,314,Peach Presley
D,F,Master Women 61-67,220,Single-ply,,,242.5,,242.5,Sue Vaterlaus
D,F,Master Women 61-67,97,Single-ply,,,181.7,,181.7,Donna Aliminosa
D,F,Master Women 68-74,181,Single-ply,,,264.5,,264.5,Pat Robey
D,F,Master Women 75-79,165,Single-ply,,,260.1,,260.1,Gerda Shupe
D,F,Master Women 90,181,Single-ply,,,91.3,,91.3,Evelyn Kilgore
D,F,Open Women,114,Single-ply,,,364.8,,364.8,Valesca Cristina Rocha
D,F,Open Women,123,Single-ply,,,374.7,,374.7,Marianne Kosonen
D,F,Open Women,132,Single-ply,,,429.7,,429.7,Jane Mc Cubbin
D,F,Open Women,148,Single-ply,,,424.2,,424.2,Rebekah Schmidt
D,F,Open Women,148,Single-ply,,,371.4,,371.4,Beverly Anolin
D,F,Open Women,148,Single-ply,,,314,,314,Samantha Panziera
D,F,Open Women,165,Single-ply,,,337.1,,337.1,Joni Texeira
D,F,Open Women,165,Single-ply,,,292,,292,Nicole Campbell
D,F,Open Women,165,Single-ply,,,286.5,,286.5,Lucia Fernaud Montenegro
D,F,Open Women,181,Single-ply,,,418.7,,418.7,Karen Campbell
D,F,Open Women,221,Single-ply,,,462.7,,462.7,Makala Davis
D,F,Open Women,221,Single-ply,,,402.2,,402.2,Trisha Puou
D,F,Open Women,97,Single-ply,,,325,,325,Elizabeth Cabe
D,F,Submaster Women,148,Single-ply,,,424.2,,424.2,Rebekah Schmidt
D,F,Submaster Women,181,Single-ply,,,325,,325,Jamie Farmer
D,F,Submaster Women,181,Single-ply,,,352.5,,352.5,Jennifer Mosher
D,F,Teen Women 16-17,198,Single-ply,,,347,,347,Jessica Luna
D,F,Teen Women 18-19,132,Single-ply,,,319.5,,319.5,Yesenia Valdez
BD,F,Class 1 Women,105,Single-ply,132.2,,259,,391.2,Jennifer Genato
BD,F,Class 1 Women,165,Single-ply,132.2,,319.5,,451.7,Natalie Caughey
BD,F,Junior Women,105,Single-ply,181.7,,319.5,,507.2,Cailee Awa
BD,F,Junior Women,132,Single-ply,115.5,,314,,429.5,Hannah Barnhill
BD,F,Junior Women,148,Single-ply,181.7,,352.5,,534.2,Jamie Tsuji
BD,F,Master Women 40-46,148,Single-ply,148.7,,314,,462.7,Holly Morello
BD,F,Master Women 40-46,Super,Single-ply,132.2,,402.2,,534.4,Trisha Puou
BD,F,Master Women 47-53,105,Single-ply,154.2,,275.5,,429.7,Yuxin Hao
BD,F,Master Women 47-53,97,Single-ply,104.5,,325,,429.5,Elizabeth Cabe
BD,F,Master Women 54-60,148,Single-ply,233.4,,371.4,,604.8,Beverly Anolin
BD,F,Master Women 54-60,181,Single-ply,181.7,,253.5,,435.2,Deborah Maxwell
BD,F,Master Women 54-60,181,Single-ply,159.7,,292,,451.7,DeAnna Dutton
BD,F,Master Women 54-60,181,Single-ply,402.2,,418.7,,820.9,Karen Campbell
BD,F,Master Women 54-60,198,Single-ply,192.7,,392.3,,585,Linda Gerking
BD,F,Master Women 61-67,148,Single-ply,209.2,,314,,523.2,Peach Presley
BD,F,Master Women 61-67,220,Single-ply,,,242.5,,,Sue Vaterlaus
BD,F,Master Women 68-74,181,Single-ply,181.7,,264.5,,446.2,Pat Robey
BD,F,Master Women 75-79,165,Single-ply,127.8,,260.1,,387.9,Gerda Shupe
BD,F,Open Women,148,Single-ply,198.2,,314,,512.2,Samantha Panziera
BD,F,Open Women,148,Single-ply,233.4,,371.4,,604.8,Beverly Anolin
BD,F,Open Women,181,Single-ply,402.2,,418.7,,820.9,Karen Campbell
BD,F,Open Women,97,Single-ply,104.5,,325,,429.5,Elizabeth Cabe
BD,F,Open Women,221+,Single-ply,132.2,,402.2,,534.4,Trisha Puou
BD,F,Submaster Women,181,Single-ply,176.2,,325,,501.2,Jamie Farmer
BD,F,Teen Women 16-17,198,Single-ply,143.2,,347,,490.2,Jessica Luna
B,F,Disabled 2 Women 13-19,123,Multi-ply,104.5,,,,104.5,Delilah Burruel
B,F,Junior Women,198,Multi-ply,303,,,,303,Lauren Lugdon
B,F,Master Women 40-46,123,Multi-ply,104.5,,,,104.5,Sagi Macias
B,F,Master Women 40-46,198,Multi-ply,306.3,,,,306.3,Amy Rudder
B,F,Master Women 47-53,132,Multi-ply,170.7,,,,170.7,Rebecca Moore
B,F,Master Women 47-53,181,Multi-ply,104.5,,,,104.5,Deana Bowes
B,F,Master Women 54-60,221,Multi-ply,181.7,,,,181.7,Gloria Caughey
B,F,Open Women,132,Multi-ply,170.7,,,,170.7,Rebecca Moore
B,F,Open Women,198,Multi-ply,306.3,,,,306.3,Amy Rudder
B,F,Open Women,198,Multi-ply,270,,,,270,Mary Denning
B,F,Open Women,220,Multi-ply,293.1,,,,293.1,Caylen Gapusan
B,F,Open Women,221,Multi-ply,181.7,,,,181.7,Gloria Caughey
B,F,Submaster Women,198,Multi-ply,270,,,,270,Mary Denning
B,F,DIV,CLS,Multi-ply,,,,,,NAME
D,F,Class 1 Women,132,Multi-ply,,,242.5,,242.5,Susan Chloupek
D,F,Disabled 2 Women 13-19,123,Multi-ply,,,203.7,225.7,203.7,Delilah Burruel
D,F,Disabled 2 Women 13-19,123,Multi-ply,,,203.7,225.7,203.7,Delilah Burruel
D,F,Master Women 40-46,123,Multi-ply,,,259,264.5,259,Sagi Macias
D,F,Master Women 47-53,132,Multi-ply,,,253.5,,253.5,Rebecca Moore
D,F,Master Women 47-53,181,Multi-ply,,,181.7,,181.7,Deana Bowes
D,F,Master Women 61-67,132,Multi-ply,,,242.5,,242.5,Susan Chloupek
D,F,Open Women,132,Multi-ply,,,253.5,,253.5,Rebecca Moore
D,F,Open Women,198,Multi-ply,,,308.5,,308.5,Lauren Lugdon
D,F,Open Women,221,Multi-ply,,,363.7,,363.7,Jacqualyn Richardson
BD,F,Master Women 47-53,132,Multi-ply,170.7,,253.5,,424.2,Rebecca Moore
BD,F,Open Women,132,Multi-ply,170.7,,253.5,,424.2,Rebecca Moore
B,F,Class 1 Women,148,Raw,187.2,,,,187.2,Chelsie Satterfield
B,F,Class 1 Women,148,Raw,104.5,,,,104.5,Kellye Millrany
B,F,Class 1 Women,148,Raw,66,,,,66,Sheela Rangen
B,F,Class 1 Women,165,Raw,159.7,,,,159.7,Mirtha Delatorre
B,F,Class 1 Women,165,Raw,121.2,,,,121.2,Carly Grennor
B,F,Class 1 Women,181,Raw,143.2,,,,143.2,Pam Carter
B,F,Disabled 1 Women 20-39,148,Raw,187.2,,,,187.2,Chelsie Satterfield
B,F,Disabled 2 Women 20-39,198,Raw,154.2,,,,154.2,Chloe Kaalund
B,F,Disabled 2 Women 60,220,Raw,99,,,,99,Marlene Wexler
B,F,Junior Women,123,Raw,176.2,,,,176.2,Marianne Kosonen
B,F,Junior Women,148,Raw,214.7,,,,214.7,Marianne Hartio
B,F,Junior Women,148,Raw,187.2,,,,187.2,Morgan Taylor
B,F,Law-Fire 40-47 Women,181,Raw,170.7,,,,170.7,Roxanne LeMaire
B,F,Master Women 40-46,114,Raw,132.2,,,,132.2,Valesca Cristina Rocha
B,F,Master Women 40-46,132,Raw,148.7,,,,148.7,Lainey Kelly
B,F,Master Women 40-46,148,Raw,132.2,,,,132.2,Maria Novais
B,F,Master Women 40-46,148,Raw,104.5,,,,104.5,Kellye Millrany
B,F,Master Women 40-46,165,Raw,159.7,,,,159.7,Mirtha Delatorre
B,F,Master Women 40-46,181,Raw,165.2,,,,165.2,Suzette Reed
B,F,Master Women 40-46,198,Raw,165.2,,,,165.2,Maggie Castellano
B,F,Master Women 40-46,220,Raw,143.2,,,,143.2,Faith Robinson
B,F,Master Women 40-46,221,Raw,181.7,,,,181.7,Elizabeth Guerra
B,F,Master Women 47-53,114,Raw,110,,,,110,Lisa Balestrini
B,F,Master Women 47-53,132,Raw,115.5,,,,115.5,Deirdre Harris
B,F,Master Women 47-53,165,Raw,176.2,,,,176.2,Artemira Dede Sobrinho
B,F,Master Women 47-53,181,Raw,165.2,,,,165.2,Lisa Van Buskirk
B,F,Master Women 47-53,221,Raw,253.5,,,,253.5,Arletha Phillip
B,F,Master Women 54-60,105,Raw,88,,,,88,Jennifer Souders
B,F,Master Women 54-60,123,Raw,82.5,,,,82.5,Martha Godinez-Shim
B,F,Master Women 54-60,132,Raw,143.2,,,,143.2,Tierney Korotkin
B,F,Master Women 54-60,148,Raw,66,,,,66,Sheela Rangen
B,F,Master Women 61-67,181,Raw,170.7,,,,170.7,Joni Harriss
B,F,Master Women 61-67,220,Raw,121.2,,,,121.2,Susan Arnett
B,F,Master Women 68-74,132,Raw,121.2,,,,121.2,Leona Pereza
B,F,Master Women 68-74,148,Raw,88,,,,88,Carolyn Vanzlow-Edgar
B,F,Master Women 68-74,220,Raw,99,,,,99,Marlene Wexler
B,F,Master Women 80-84,148,Raw,88,,,,88,Carrie Reese
B,F,Open Women,114,Raw,126.7,,,,126.7,Linda Barnes
B,F,Open Women,114,Raw,132.2,,,,132.2,Valesca Cristina Rocha
B,F,Open Women,123,Raw,176.2,,,,176.2,Marianne Kosonen
B,F,Open Women,132,Raw,154.2,,,,154.2,Shawn Coffey
B,F,Open Women,148,Raw,214.7,,,,214.7,Marianne Hartio
B,F,Open Women,148,Raw,187.2,,,,187.2,Morgan Taylor
B,F,Open Women,148,Raw,132.2,,,,132.2,Maria Novais
B,F,Open Women,165,Raw,187.2,,,,187.2,Deana Tollefson
B,F,Open Women,165,Raw,187.2,,,,187.2,Joni Texeira
B,F,Open Women,165,Raw,176.2,,,,176.2,Artemira Dede Sobrinho
B,F,Open Women,165,Raw,154.2,,,,154.2,Mirela Silva
B,F,Open Women,181,Raw,275.5,,,,275.5,Minna Pajulahti
B,F,Open Women,181,Raw,231.2,,,,231.2,Missy Gentry
B,F,Open Women,181,Raw,165.2,,,,165.2,Suzette Reed
B,F,Open Women,198,Raw,181.7,,,,181.7,Jessica Blevins
B,F,Open Women,220,Raw,154.2,,,,154.2,Megan Dutton
B,F,Open Women,221,Raw,154.2,,,,154.2,Michelle Garrett
B,F,Open Women,221,Raw,209.2,,,,209.2,Poha Henson
B,F,Special Olympian Women,198,Raw,154.2,,,,154.2,Chloe Kaalund
B,F,Submaster Women,165,Raw,187.2,,,,187.2,Joni Texeira
B,F,Submaster Women,181,Raw,275.5,,,,275.5,Minna Pajulahti
B,F,Submaster Women,181,Raw,231.2,,,,231.2,Missy Gentry
B,F,Teen Women 12-13,165,Raw,121.2,,,,121.2,Mataya Straka
B,F,Teen Women 12-13,198,Raw,203.7,,,,203.7,Tyara Straka
B,F,Teen Women 14-15,148,Raw,176.2,,,,176.2,Havvy Ehrich
B,F,Teen Women 14-15,165,Raw,82.5,,,,82.5,Ava Eisele
B,F,Teen Women 16-17,198,Raw,143.2,,,,143.2,Itzayanni Martinez
B,F,Teen Women 18-19,123,Raw,,,,,,Alison Schaaf
B,F,Teen Women 18-19,123,Raw,148.7,,,,148.7,Misty Prado
B,F,Teen Women 18-19,132,Raw,121.2,,,,121.2,Yesenia Valdez
B,F,DIV,CLS,Raw,,,,,0,NAME
D,F,Class 1 Women,148,Raw,,,170.7,,170.7,Sheela Rangen
D,F,Class 1 Women,148,Raw,,,352.5,,352.5,Chelsie Satterfield
D,F,Class 1 Women,165,Raw,,,303,,303,Briana Lacey
D,F,Class 1 Women,165,Raw,,,308.5,,308.5,Carly Grennor
D,F,Class 1 Women,165,Raw,,,325,,325,Mirtha Delatorre
D,F,Disabled 1 Women 20-39,148,Raw,,,352.5,,352.5,Chelsie Satterfield
D,F,Disabled 1 Women 20-39,148,Raw,,,352.5,,352.5,Chelsie Satterfield
D,F,Disabled 2 Women 20-39,198,Raw,,,303,,303,Chloe Kaalund
D,F,Disabled 2 Women 60,220,Raw,,,248,,248,Marlene Wexler
D,F,Junior Women,148,Raw,,,341.5,,341.5,Marianne Hartio
D,F,Junior Women,148,Raw,,,374.7,,374.7,Morgan Taylor
D,F,Junior Women,165,Raw,,,303,,303,Briana Lacey
D,F,Junior Women,198,Raw,,,308.5,,308.5,Lauren Lugdon
D,F,Law-Fire 40-47 Women,181,Raw,,,303,,303,Roxanne LeMaire
D,F,Law-Fire 40-47 Women,181,Raw,,,380.2,,380.2,Stacy Domingo
D,F,Law-Fire 48-55 Women,181,Raw,,,308.5,,308.5,Gion Prevard
D,F,Law-Fire Open Women,181,Raw,,,308.5,,308.5,Gion Prevard
D,F,Master Women 40-46,148,Raw,,,330.5,,330.5,Maria Novais
D,F,Master Women 40-46,165,Raw,,,325,,325,Mirtha Delatorre
D,F,Master Women 40-46,181,Raw,,,380.2,,380.2,Stacy Domingo
D,F,Master Women 40-46,198,Raw,,,402.2,,402.2,Maggie Castellano
D,F,Master Women 40-46,220,Raw,,,303,,303,Faith Robinson
D,F,Master Women 40-46,221,Raw,,,407.7,,407.7,Leilana Mc Kindra
D,F,Master Women 40-46,221,Raw,,,336,,336,Elizabeth Guerra
D,F,Master Women 47-53,114,Raw,,,220.2,,220.2,Lisa Balestrini
D,F,Master Women 47-53,132,Raw,,,242.5,,242.5,Deirdre Harris
D,F,Master Women 47-53,165,Raw,,,429.7,,429.7,Artemira Sobrinho
D,F,Master Women 47-53,221,Raw,,,413.2,,413.2,Arletha Phillip
D,F,Master Women 54-60,105,Raw,,,198.2,,198.2,Jennifer Souders
D,F,Master Women 54-60,123,Raw,,,253.5,,253.5,Martha Godinez-Shim
D,F,Master Women 54-60,132,Raw,,,248,,248,Tierney Korotkin
D,F,Master Women 54-60,148,Raw,,,170.7,,170.7,Sheela Rangen
D,F,Master Women 68-74,148,Raw,,,176.2,,176.2,Carolyn Vanzlow-Edgar
D,F,Master Women 68-74,165,Raw,,,248,,248,Charlene Muscio
D,F,Master Women 68-74,181,Raw,,,170.7,,170.7,Jacqueline Fendler
D,F,Master Women 68-74,220,Raw,,,248,,248,Marlene Wexler
D,F,Master Women 80-84,148,Raw,,,209.2,,209.2,Carrie Reese
D,F,Open Women,114,Raw,,,264.5,,264.5,Linda Barnes
D,F,Open Women,132,Raw,,,330.5,,330.5,Shawn Coffey
D,F,Open Women,148,Raw,,,374.7,,374.7,Morgan Taylor
D,F,Open Women,148,Raw,,,341.5,,341.5,Marianne Hartio
D,F,Open Women,148,Raw,,,330.5,,330.5,Maria Novais
D,F,Open Women,148,Raw,,,259,,259,Jessica Rahimi
D,F,Open Women,165,Raw,,,363.7,,363.7,Deana Tollefson
D,F,Open Women,165,Raw,,,429.7,,429.7,Artemira Sobrinho
D,F,Open Women,165,Raw,,,407.7,,407.7,Mirela Silva
D,F,Open Women,165,Raw,,,292,,292,Jessica Brown
D,F,Open Women,181,Raw,,,418.7,,418.7,Minna Pajulahti
D,F,Open Women,198,Raw,,,415.4,,415.4,Jessica Blevins
D,F,Open Women,198,Raw,,,308.5,,308.5,Lauren Lugdon
D,F,Open Women,220,Raw,,,385.7,,385.7,Megan Dutton
D,F,Open Women,221,Raw,,,,,,Poha Henson
D,F,Open Women,221,Raw,,,363.7,,363.7,Michelle Garrett
D,F,Special Olympian Women,198,Raw,,,303,,303,Chloe Kaalund
D,F,Submaster Women,165,Raw,,,337.1,,337.1,Joni Texeira
D,F,Submaster Women,181,Raw,,,418.7,,418.7,Minna Pajulahti
D,F,Submaster Women,181,Raw,,,314,,314,Crystal Luiz-Jones
D,F,Teen Women 12-13,165,Raw,,,308.5,,308.5,Mataya Straka
D,F,Teen Women 12-13,198,Raw,,,374.7,,374.7,Tyara Straka
D,F,Teen Women 14-15,148,Raw,,,303,,303,Havvy Ehrich
D,F,Teen Women 14-15,165,Raw,,,187.2,,187.2,Ava Eisele
D,F,Teen Women 16-17,132,Raw,,,275.5,,275.5,Pamela Arce
D,F,Teen Women 16-17,198,Raw,,,330.5,,330.5,Itzayanni Martinez
D,F,Teen Women 18-19,123,Raw,,,,,,Alison Schaaf
D,F,Teen Women 18-19,123,Raw,,,319.5,,319.5,Misty Prado
BD,F,Class 1 Women,148,Raw,66,,170.7,,236.7,Sheela Rangen
BD,F,Class 1 Women,148,Raw,187.2,,352.5,,539.7,Chelsie Satterfield
BD,F,Class 1 Women,165,Raw,121.2,,308.5,,429.7,Carly Grennor
BD,F,Class 1 Women,165,Raw,159.7,,325,,484.7,Mirtha Delatorre
BD,F,Disabled 1 Women 20-39,148,Raw,187.2,,352.5,,539.7,Chelsie Satterfield
BD,F,Disabled 2 Women 60,220,Raw,99,,248,,347,Marlene Wexler
